,age,count
2407,23.666666666666668,6
6543,23.714285714285715,7
1573,23.714285714285715,7
1636,23.75,8
5941,23.77777777777778,9
3262,23.77777777777778,9
1868,23.8,5
477,23.8,5
1870,23.8,5
4098,23.8,4
4099,23.8,1
5789,23.8,5
1691,23.8,5
1629,23.8,5
1660,23.8,5
473,23.833333333333332,6
1873,23.833333333333332,6
7334,23.833333333333332,6
5440,23.833333333333332,6
651,23.833333333333332,6
4018,23.833333333333332,6
5985,23.833333333333332,6
1231,23.833333333333332,6
5312,23.857142857142858,7
5890,23.857142857142858,5
5891,23.857142857142858,2
2428,23.857142857142858,7
3245,23.875,8
12,23.875,8
6503,23.875,7
6504,23.875,1
3961,23.88888888888889,9
22,24.0,4
23,24.0,1
790,24.0,6
19,24.0,7
199,24.0,5
5434,24.0,6
1115,24.0,6
759,24.0,6
2357,24.0,8
3286,24.0,9
3067,24.0,5
3068,24.0,1
1681,24.0,7
2413,24.0,5
2414,24.0,1
3886,24.0,6
3403,24.11111111111111,9
4084,24.11111111111111,9
5808,24.125,8
3281,24.125,8
1635,24.125,8
4450,24.142857142857142,7
5403,24.142857142857142,6
5404,24.142857142857142,1
2433,24.142857142857142,7
3082,24.142857142857142,7
3959,24.142857142857142,7
1654,24.166666666666668,6
1070,24.166666666666668,6
4650,24.166666666666668,6
5843,24.166666666666668,6
5419,24.166666666666668,6
1642,24.166666666666668,6
5356,24.166666666666668,6
2533,24.166666666666668,6
452,24.2,5
61,24.2,4
62,24.2,1
5819,24.2,5
6589,24.2,5
3323,24.2,5
3203,24.2,5
5397,24.2,5
6414,24.2,5
5842,24.2,5
684,24.2,5
3249,24.2,5
3213,24.22222222222222,9
1128,24.22222222222222,9
389,24.22222222222222,8
390,24.22222222222222,1
687,24.25,8
2468,24.25,8
4055,24.285714285714285,7
3259,24.285714285714285,6
3260,24.285714285714285,1
6961,24.285714285714285,7
1120,24.285714285714285,7
6083,24.333333333333332,6
2457,24.333333333333332,6
5446,24.333333333333332,6
3275,24.333333333333332,6
2439,24.333333333333332,6
5248,24.333333333333332,6
6413,24.333333333333332,6
5372,24.375,7
5373,24.375,1
374,24.375,8
4753,24.4,4
4754,24.4,1
5349,24.4,5
2355,24.4,5
1737,24.4,5
1177,24.4,5
1884,24.428571428571427,7
2339,24.428571428571427,7
197,24.428571428571427,7
5428,24.428571428571427,7
2312,24.428571428571427,7
6426,24.428571428571427,6
6427,24.428571428571427,1
1648,24.428571428571427,7
1668,24.444444444444443,9
1839,24.5,6
5452,24.5,8
4054,24.5,8
198,24.5,6
3233,24.5,8
1123,24.5,6
757,24.5,6
417,24.5,6
5444,24.5,6
5168,24.555555555555557,9
4079,24.555555555555557,9
7002,24.555555555555557,9
1114,24.555555555555557,9
4730,24.571428571428573,7
5252,24.571428571428573,7
4624,24.571428571428573,7
5206,24.571428571428573,7
4087,24.571428571428573,7
2327,24.571428571428573,7
1855,24.6,5
2455,24.6,5
4073,24.6,5
6516,24.6,5
5930,24.6,5
772,24.6,5
4542,24.6,5
1688,24.625,8
6065,24.625,8
5453,24.625,8
6578,24.666666666666668,8
6579,24.666666666666668,1
5818,24.666666666666668,9
2474,24.666666666666668,6
5927,24.666666666666668,5
5928,24.666666666666668,1
1580,24.666666666666668,6
6047,24.666666666666668,6
690,24.666666666666668,6
4666,24.714285714285715,7
6428,24.75,8
1587,24.75,8
3400,24.8,5
6081,24.8,5
6049,24.8,5
7055,24.8,5
5396,24.8,5
1661,24.8,5
3880,24.8,5
815,24.833333333333332,6
1835,24.833333333333332,6
5363,24.833333333333332,6
4539,24.833333333333332,6
5812,24.833333333333332,4
5813,24.833333333333332,2
124,24.857142857142858,7
2447,24.857142857142858,7
6591,24.857142857142858,7
4546,24.857142857142858,7
1807,24.857142857142858,6
1808,24.857142857142858,1
2465,24.875,7
2466,24.875,1
696,24.88888888888889,9
384,24.88888888888889,9
262,25.0,7
2568,25.0,5
4520,25.0,5
4521,25.0,1
3212,25.0,9
6499,25.0,6
6500,25.0,1
5441,25.0,5
6512,25.0,4
6513,25.0,2
6963,25.0,6
6964,25.0,3
6042,25.0,5
6497,25.0,5
6498,25.0,2
200,25.0,5
201,25.0,1
5929,25.0,7
439,25.0,9
5247,25.0,9
4483,25.0,5
3253,25.0,7
1780,25.0,5
2346,25.0,5
3937,25.0,4
3938,25.0,3
4720,25.0,6
5352,25.0,5
5353,25.0,1
6548,25.0,5
6549,25.0,1
3888,25.0,6
2461,25.0,4
2462,25.0,1
4462,25.0,5
1125,25.0,5
426,25.0,6
413,25.0,5
5790,25.0,4
5791,25.0,1
1689,25.125,8
689,25.125,8
4139,25.142857142857142,7
2608,25.142857142857142,6
2609,25.142857142857142,1
1102,25.142857142857142,6
1103,25.142857142857142,1
3920,25.142857142857142,5
3921,25.142857142857142,2
7015,25.142857142857142,7
3101,25.142857142857142,7
193,25.166666666666668,6
196,25.166666666666668,6
3242,25.166666666666668,6
6545,25.166666666666668,4
6546,25.166666666666668,2
4094,25.166666666666668,6
1082,25.166666666666668,6
1646,25.166666666666668,6
1055,25.166666666666668,6
2310,25.166666666666668,6
7054,25.2,5
676,25.2,4
677,25.2,1
3077,25.2,5
2502,25.2,5
760,25.2,5
2352,25.22222222222222,9
2365,25.22222222222222,9
2467,25.25,8
68,25.285714285714285,7
223,25.285714285714285,7
752,25.285714285714285,7
5187,25.285714285714285,7
2311,25.285714285714285,7
246,25.333333333333332,9
4088,25.333333333333332,6
1747,25.333333333333332,9
6415,25.333333333333332,6
194,25.333333333333332,5
195,25.333333333333332,1
7363,25.333333333333332,4
7364,25.333333333333332,2
3131,25.333333333333332,6
370,25.333333333333332,5
371,25.333333333333332,1
6059,25.333333333333332,6
2421,25.375,8
3261,25.375,8
4671,25.375,8
478,25.4,5
2563,25.4,5
5425,25.4,5
3274,25.4,5
1658,25.4,5
4538,25.4,5
4500,25.4,5
6474,25.4,4
6475,25.4,1
1633,25.4,5
2471,25.4,5
3317,25.4,5
704,25.428571428571427,7
650,25.428571428571427,7
755,25.444444444444443,9
4674,25.444444444444443,9
220,25.444444444444443,9
1263,25.5,6
1118,25.5,8
7003,25.5,5
7004,25.5,1
1680,25.5,8
1206,25.5,6
3999,25.5,5
4000,25.5,1
3322,25.5,8
3362,25.5,5
3363,25.5,1
1673,25.5,6
3210,25.555555555555557,8
3211,25.555555555555557,1
695,25.555555555555557,9
3986,25.571428571428573,4
3987,25.571428571428573,3
4011,25.571428571428573,7
3915,25.571428571428573,7
1871,25.6,5
4497,25.6,5
6056,25.6,5
1056,25.6,5
1640,25.625,8
3315,25.625,8
3072,25.625,8
24,25.666666666666668,5
25,25.666666666666668,1
455,25.666666666666668,6
463,25.666666666666668,9
4486,25.666666666666668,6
5897,25.666666666666668,4
5898,25.666666666666668,2
662,25.666666666666668,8
663,25.666666666666668,1
4112,25.666666666666668,6
6538,25.714285714285715,4
6539,25.714285714285715,3
1071,25.714285714285715,7
2353,25.714285714285715,7
693,25.714285714285715,7
1584,25.714285714285715,7
5188,25.714285714285715,7
2477,25.75,8
4064,25.75,8
4059,25.75,8
2478,25.75,8
702,25.75,8
404,25.75,8
2562,25.77777777777778,9
1803,25.77777777777778,9
697,25.8,5
5334,25.8,3
5335,25.8,2
5258,25.8,5
1185,25.8,5
2391,25.8,5
1712,25.8,5
4101,25.8,5
6053,25.8,5
3905,25.8,5
6412,25.8,5
5963,25.8,4
5964,25.8,1
5931,25.8,5
3895,25.8,5
475,25.833333333333332,5
476,25.833333333333332,1
3226,25.833333333333332,6
2559,25.833333333333332,6
3215,25.833333333333332,6
4501,25.833333333333332,6
1782,25.833333333333332,6
1830,25.833333333333332,6
2351,25.833333333333332,6
5807,25.833333333333332,6
132,25.857142857142858,7
2299,25.857142857142858,6
2300,25.857142857142858,1
3126,25.857142857142858,7
1074,25.857142857142858,6
1075,25.857142857142858,1
0,25.875,8
5914,25.875,4
5915,25.875,4
5262,25.875,8
5792,25.875,8
782,25.88888888888889,9
468,26.0,5
5484,26.0,2
5485,26.0,4
1627,26.0,5
3219,26.0,7
1856,26.0,5
1253,26.0,8
5918,26.0,6
1693,26.0,4
1694,26.0,1
382,26.0,5
1184,26.0,8
5251,26.0,6
5459,26.0,5
3093,26.0,5
3052,26.0,4
3053,26.0,1
2454,26.0,6
13,26.0,6
14,26.0,1
3903,26.0,6
438,26.0,7
1581,26.0,8
1159,26.0,5
5821,26.11111111111111,9
5166,26.125,8
51,26.125,8
5360,26.142857142857142,7
2398,26.142857142857142,7
2505,26.142857142857142,7
185,26.142857142857142,4
186,26.142857142857142,3
3110,26.166666666666668,6
6041,26.166666666666668,6
4484,26.166666666666668,6
7322,26.166666666666668,3
7323,26.166666666666668,3
1129,26.166666666666668,6
4628,26.2,5
4692,26.2,5
3981,26.2,5
405,26.2,5
4115,26.2,5
1656,26.2,4
1657,26.2,1
6001,26.2,5
1687,26.2,5
1540,26.2,5
740,26.25,7
741,26.25,1
3990,26.25,8
3935,26.25,5
3936,26.25,3
1809,26.25,7
1810,26.25,1
2301,26.25,6
2302,26.25,2
5788,26.285714285714285,7
7350,26.285714285714285,5
7351,26.285714285714285,2
60,26.333333333333332,6
5227,26.333333333333332,3
5228,26.333333333333332,3
5261,26.333333333333332,6
5238,26.333333333333332,4
5239,26.333333333333332,2
7335,26.333333333333332,5
7336,26.333333333333332,1
7349,26.333333333333332,6
763,26.375,8
3214,26.4,5
1134,26.4,5
4566,26.4,5
2405,26.4,5
5901,26.4,3
5902,26.4,2
3076,26.4,5
4116,26.4,5
3946,26.4,5
3924,26.4,4
3925,26.4,1
5943,26.4,5
3218,26.4,5
1554,26.4,4
1555,26.4,1
2483,26.4,4
2484,26.4,1
1818,26.428571428571427,5
1819,26.428571428571427,2
236,26.428571428571427,7
1634,26.428571428571427,7
5462,26.428571428571427,7
1127,26.5,8
4722,26.5,6
6461,26.5,4
6462,26.5,2
2368,26.5,6
3240,26.5,6
1563,26.5,6
756,26.5,6
3166,26.5,8
385,26.5,6
4090,26.5,6
3893,26.5,7
3894,26.5,1
652,26.555555555555557,8
653,26.555555555555557,1
2411,26.555555555555557,8
2412,26.555555555555557,1
1204,26.571428571428573,7
3962,26.571428571428573,7
217,26.571428571428573,7
57,26.571428571428573,7
3376,26.6,5
2408,26.6,5
6036,26.6,5
6476,26.6,5
746,26.6,5
4117,26.6,5
670,26.6,5
4067,26.6,5
1536,26.6,4
1537,26.6,1
1588,26.6,5
4144,26.625,8
5795,26.625,7
5796,26.625,1
4601,26.625,8
1841,26.666666666666668,6
5957,26.666666666666668,4
5958,26.666666666666668,2
2404,26.666666666666668,6
3225,26.666666666666668,6
6465,26.714285714285715,5
6466,26.714285714285715,2
3257,26.714285714285715,7
4630,26.714285714285715,5
4631,26.714285714285715,2
5869,26.714285714285715,6
5870,26.714285714285715,1
3074,26.714285714285715,7
4593,26.75,7
4594,26.75,1
4454,26.75,7
4455,26.75,1
5976,26.77777777777778,9
1225,26.77777777777778,9
3995,26.8,5
5408,26.8,5
5173,26.8,2
5174,26.8,3
5834,26.8,2
5835,26.8,3
6433,26.8,4
6434,26.8,1
4473,26.8,5
219,26.8,5
1759,26.8,5
3094,26.8,5
5328,26.8,4
5329,26.8,1
4691,26.8,5
5223,26.8,3
5224,26.8,2
675,26.8,5
1804,26.8,5
428,26.8,4
429,26.8,1
71,26.833333333333332,5
72,26.833333333333332,1
5883,26.833333333333332,6
4608,26.833333333333332,6
4089,26.833333333333332,6
376,26.857142857142858,7
6547,26.857142857142858,7
5277,26.857142857142858,5
5278,26.857142857142858,2
396,26.857142857142858,7
6551,26.875,6
6552,26.875,2
1758,26.875,8
2394,26.88888888888889,7
2395,26.88888888888889,2
1836,27.0,5
251,27.0,5
1,27.0,3
2,27.0,2
806,27.0,5
807,27.0,1
3127,27.0,4
3128,27.0,1
1237,27.0,5
2341,27.0,5
2342,27.0,1
1571,27.0,4
1572,27.0,1
4061,27.0,6
1165,27.0,5
1140,27.0,5
54,27.0,5
2423,27.0,7
1131,27.0,5
227,27.0,8
228,27.0,1
2308,27.0,6
3078,27.0,6
3079,27.0,1
7047,27.0,6
7048,27.0,1
5358,27.0,8
5359,27.0,1
4479,27.0,7
6535,27.0,3
6536,27.0,3
5171,27.0,5
5172,27.0,1
4690,27.0,5
3176,27.0,4
3177,27.0,1
3364,27.0,6
3365,27.0,1
4060,27.0,7
1679,27.0,5
5319,27.11111111111111,8
5320,27.11111111111111,1
3222,27.142857142857142,7
234,27.142857142857142,6
235,27.142857142857142,1
2497,27.142857142857142,7
3911,27.142857142857142,7
403,27.142857142857142,7
52,27.142857142857142,7
1750,27.142857142857142,7
392,27.142857142857142,7
751,27.142857142857142,7
1883,27.166666666666668,6
2500,27.166666666666668,6
5321,27.166666666666668,5
5322,27.166666666666668,1
5243,27.166666666666668,5
5244,27.166666666666668,1
3360,27.166666666666668,5
3361,27.166666666666668,1
2541,27.166666666666668,5
2542,27.166666666666668,1
1072,27.166666666666668,6
4453,27.166666666666668,6
6012,27.166666666666668,4
6013,27.166666666666668,2
3379,27.2,5
1267,27.2,2
1268,27.2,3
3305,27.2,4
3306,27.2,1
7298,27.2,5
6429,27.2,5
1062,27.2,5
221,27.2,5
4549,27.2,3
4550,27.2,2
1592,27.2,4
1593,27.2,1
6941,27.2,3
6942,27.2,2
4634,27.2,5
1672,27.2,5
3208,27.2,5
4019,27.2,3
4020,27.2,2
2328,27.22222222222222,7
2329,27.22222222222222,2
3209,27.25,8
5290,27.25,8
3890,27.25,7
3891,27.25,1
5291,27.285714285714285,5
5292,27.285714285714285,2
5215,27.285714285714285,5
5216,27.285714285714285,2
4058,27.285714285714285,7
4132,27.333333333333332,6
3290,27.333333333333332,9
4695,27.333333333333332,6
1059,27.333333333333332,5
1060,27.333333333333332,1
4147,27.4,5
3164,27.4,4
3165,27.4,1
1257,27.4,5
5463,27.4,5
6416,27.4,5
3158,27.4,5
3349,27.4,3
3350,27.4,2
6472,27.4,4
6473,27.4,1
5460,27.4,5
4485,27.4,5
3109,27.4,5
2470,27.4,5
3108,27.4,5
3223,27.428571428571427,7
462,27.428571428571427,7
4705,27.428571428571427,7
1678,27.428571428571427,7
1637,27.428571428571427,7
2392,27.428571428571427,7
4091,27.428571428571427,7
369,27.428571428571427,7
2566,27.444444444444443,7
